R.br.,Latituda,Longituda,Kategorija saobraćajnice,Datum nastanka saobraćajne nezgode,Vrijeme nastanka saobraćajne nezgode,Vremenske prilike,Period dana,Stanje kolovoza,Broj poginulih osoba,Broj teško povrijeđenih osoba,Broj lakše povrijeđenih osoba,"Vrsta, tip saobraćajne nezgode",Područje,Tip puta,Horizontalna geometrija,Vertikalna geometrija,Tip raskrsnice,Tip prelaza,Pješačka površina,Rasvjeta,Broj povrijeđenih učesnika 30 dana,Broj smrtno stradalih učesnika nakon 30 dana,Ukupno povrijeđenih učesnika,Ukupno smrtno stradalih učesnika,Putnički automobil,Pješak,Romobil,Bicikl,Motocikl,Lako teretno vozilo,Teško teretno vozilo,Autobus,Traktor,Ostalo
570,43.84938,18.30198,Lokalna cesta,19/01/2024,22:35:00,Oblačno,Noć,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
571,43.841228,18.353374,Lokalna cesta,17/02/2024,15:40:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
572,43.845756,18.348165,Magistralna cesta,17/02/2024,21:50:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,4,,,,,,,,,
573,43.85417,18.36644,Regionalna cesta,19/02/2024,12:30:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1,,,,,,,,,
574,43.8521,18.3562,Regionalna cesta,26/02/2024,06:00:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
575,43.852243,18.341078,Regionalna cesta,26/02/2024,21:40:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3,,,,,,,,,
576,43.8557706,18.38922926,Magistralna cesta,28/02/2024,19:05:00,Vedro,Noć,Suh,0,1,0,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
577,43.84796,18.36548,Magistralna cesta,14/03/2024,13:30:00,Vedro,Dan,Suh,0,2,2,Sudar prilikom obilaženja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,4,0,2,,,,,,,,,
578,43.85198,18.351,Regionalna cesta,15/03/2024,08:15:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
579,43.8504,18.35969,Lokalna cesta,18/03/2024,12:00:00,Oblačno,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
580,43.844287,18.341444,Lokalna cesta,20/03/2024,06:30:00,Vedro,Dan,Suh,0,1,0,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
581,43.842299,18.357689,Lokalna cesta,21/03/2024,07:15:00,Vedro,Dan,Suh,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
582,43.8037,18.2126,Magistralna cesta,22/03/2024,16:00:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
583,43.861944,18.364722,Lokalna cesta,04/04/2024,12:30:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
584,43.84588,18.4642,Magistralna cesta,05/04/2024,07:05:00,Vedro,Dan,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,0,0,4,,,,,,,,,
585,43.788935,18.335988,Lokalna cesta,08/04/2024,09:10:00,Vedro,Dan,Suh,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
586,43.85066,18.36273,Lokalna cesta,08/04/2024,17:10:00,Vedro,Dan,Suh,0,1,3,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,4,0,4,,,,,,,,,
587,43.8477,18.336573,Lokalna cesta,11/04/2024,11:25:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
588,43.860981,18.358062,Lokalna cesta,11/04/2024,13:10:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
589,43.852918,18.362188,Regionalna cesta,24/04/2024,10:50:00,Vedro,Dan,Suh,0,2,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,1,,,,,,,,,
590,43.852951,18.362408,Regionalna cesta,30/04/2024,18:45:00,Vedro,Dan,Suh,0,1,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,3,,,,,,,,,
591,43.86299,18.352,Lokalna cesta,03/05/2024,05:50:00,Vedro,Dan,Suh,0,1,0,Udar zadnjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
592,43.85896553,18.35389081,Lokalna cesta,17/05/2024,17:45:00,Vedro,Dan,Suh,0,1,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2,,,,,,,,,
593,43.85223,18.33908,Regionalna cesta,22/05/2024,18:35:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
594,43.84807264,18.359999,Magistralna cesta,22/05/2024,12:00:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
595,43.8501,18.35868,Lokalna cesta,23/05/2024,16:30:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
596,43.850067,18.358641,Lokalna cesta,06/06/2024,14:00:00,Vedro,Dan,Suh,0,1,3,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,4,0,1,,,,1,,,,,
597,43.84782,18.35693,Magistralna cesta,07/06/2024,13:25:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
598,43.8474,18.35584,Magistralna cesta,15/06/2024,17:25:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,,,,,1,,,,,
599,43.8519,18.34496,Regionalna cesta,21/06/2024,18:15:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,0,0,2,,,,,,,,,
600,43.8454,18.344108,Magistralna cesta,28/06/2024,16:45:00,Vedro,Dan,Suh,0,1,0,Udar zadnjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
601,43.84807264,18.359999,Magistralna cesta,28/06/2024,19:10:00,Vedro,Sumrak,Suh,0,1,0,Udar zadnjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,5,,,,,,,,,
602,43.84823,18.35958,Magistralna cesta,29/06/2024,23:15:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
603,43.84787,18.35818,Magistralna cesta,02/07/2024,12:15:00,Vedro,Dan,Suh,0,2,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2,,,,,,,,,
604,43.84738,18.35367,Magistralna cesta,18/07/2024,21:40:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,,,,1,,,,,,
605,43.84807264,18.359999,Magistralna cesta,19/07/2024,13:00:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom obilaženja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
606,43.8508908,18.37183916,Lokalna cesta,20/07/2024,13:30:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,1,,,,,
607,43.85097877,18.36680027,Lokalna cesta,29/07/2024,16:40:00,Vedro,Dan,Suh,0,2,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,1,,,,,,,,,
608,43.84371,18.36356,Regionalna cesta,30/07/2024,23:45:00,Vedro,Noć,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,1,,,,
609,43.84807264,18.359999,Magistralna cesta,06/08/2024,11:30:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,4,,,,,,,,,
610,43.8542794,18.3663725,Lokalna cesta,11/08/2024,11:05:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
611,43.85537796,18.36610428,Lokalna cesta,12/08/2024,17:30:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom obilaženja,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
612,43.84785592,18.35893684,Magistralna cesta,12/08/2024,09:40:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,0,0,1,,,,1,,,,,
613,43.84403,18.35703,Lokalna cesta,18/08/2024,21:30:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
614,43.84944312,18.34612362,Lokalna cesta,23/08/2024,22:10:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3,,,,,,,,,
615,43.84881,18.36391,Magistralna cesta,09/09/2024,08:55:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
616,43.85095267,18.37046591,Lokalna cesta,26/09/2024,14:31:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
617,43.85095267,18.37046591,Lokalna cesta,27/09/2024,12:30:00,Vedro,Dan,Suh,0,1,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2,,,,,,,,,
618,43.85558782,18.36601995,Lokalna cesta,02/10/2024,14:30:00,Vedro,Dan,Suh,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
619,43.852339,18.33917,Regionalna cesta,08/10/2024,11:30:00,Vedro,Dan,Suh,0,3,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
620,43.84560975,18.3552127,Lokalna cesta,15/10/2024,07:40:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
621,43.85558782,18.36601995,Lokalna cesta,15/10/2024,23:15:00,Vedro,Noć,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,2,0,1,,,,,,,,,
622,43.85432,18.36634,Lokalna cesta,17/10/2024,13:50:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
623,43.850914,18.367306,Lokalna cesta,23/10/2024,13:10:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
624,43.8472,18.3735,Lokalna cesta,28/10/2024,17:50:00,Oblačno,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
625,43.84716326,18.3737087,Lokalna cesta,31/10/2024,22:10:00,Vedro,Noć,Suh,0,1,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,0,0,2,,,,,,,,,
626,43.84807264,18.359999,Magistralna cesta,01/11/2024,17:30:00,Vedro,Dan,Suh,0,1,1,Sudar prilikom obilaženja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2,,,,,,,,,
627,43.846184,18.346193,Magistralna cesta,06/11/2024,07:30:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,1,,,,
628,43.861075,18.358049,Lokalna cesta,12/11/2024,12:20:00,Vedro,Dan,Suh,0,1,0,Udar zadnjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
629,43.8482,18.36044,Magistralna cesta,13/11/2024,20:04:00,Vedro,Noć,Suh,0,1,0,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,1,0,1,,,,,,,,,
630,43.84807264,18.359999,Magistralna cesta,15/11/2024,15:10:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,6,,,,,,,,,
631,43.85226,18.34079,Regionalna cesta,16/11/2024,19:45:00,Vedro,Noć,Suh,0,2,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,,,,,,,,,
632,43.850914,18.367306,Lokalna cesta,22/11/2024,17:15:00,Oblačno,Dan,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,1,0,1,,,,,,,,,
633,43.885083,18.36545,Lokalna cesta,27/11/2024,10:09:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
634,43.8441,18.34112,Lokalna cesta,01/12/2024,18:40:00,Vedro,Noć,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
635,43.84948,18.3652,Magistralna cesta,02/12/2024,08:55:00,Vedro,Dan,Suh,0,1,0,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,1,0,1,,,,,,,,,
636,43.8036,18.2037,Lokalna cesta,07/12/2024,17:50:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,0,0,1,,,,,,,,,
637,43.852339,18.33917,Regionalna cesta,13/12/2024,15:15:00,Vedro,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
638,43.84907763,18.36529924,Magistralna cesta,15/12/2024,00:50:00,Vedro,Noć,Suh,0,1,0,Sudar prilikom obilaženja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
639,43.85081,18.366179,Lokalna cesta,27/12/2024,19:05:00,Vedro,Noć,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3,,,,,,,,,
640,43.845441,18.277777,Regionalna cesta,02/09/2022,15:22:00,Vedro,Dan,Suh,0,1,0,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,1,,,,,,,
641,43.8247,18.30773,Lokalna cesta,12/09/2022,16:00:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
642,43.83798,18.26042,Magistralna cesta,20/09/2022,13:30:00,Kiša,Dan,Mokar,0,0,1,Sudar prilikom obilaženja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,0,0,2,,,,,,,,,
643,43.85602,18.29929,Regionalna cesta,01/10/2022,18:45:00,Kiša,Noć,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
644,43.83013,18.31171,Lokalna cesta,02/10/2022,18:20:00,Oblačno,Noć,Suh,0,2,0,Sudar vozila i motocikla,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2,,,,1,,,,,
645,43.83031,18.30531,Lokalna cesta,16/10/2022,20:20:00,Vedro,Noć,Suh,0,0,3,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Ne,Da,0,0,0,0,2,,,,,,,,,1
646,43.83367,18.27428,Regionalna cesta,17/10/2022,14:15:00,Vedro,Dan,Suh,0,1,0,Izlijetanje izvan kolovoza,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
647,43.86682,18.2858,Regionalna cesta,29/10/2022,13:46:00,Vedro,Dan,Suh,0,0,7,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,7,0,2,,,,,,,,,
648,43.83165,18.32468,Lokalna cesta,05/11/2022,11:10:00,Kiša,Dan,Mokar,0,1,0,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
649,43.810503,18.310251,Lokalna cesta,05/11/2022,13:30:00,Kiša,Dan,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,1,,,,
650,43.83228,18.30636,Magistralna cesta,17/11/2022,15:05:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,1,,,,,
651,43.7959,18.32068,Regionalna cesta,21/11/2022,12:20:00,Oblačno,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3,,,,,,,,,
652,43.83189,18.30809,Lokalna cesta,24/11/2022,08:40:00,Oblačno,Dan,Suh,0,1,0,Bočni udar tramvaja sa pješakom,Urbano,Dvosmjerna cesta,Pravac,Ne,Kružni tok,Pješački prelaz,Ne,Da,0,0,1,0,,,,,,,,,,
653,43.82217,18.30698,Lokalna cesta,30/11/2022,11:50:00,Kiša,Dan,Mokar,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
654,43.83206,18.32354,Lokalna cesta,26/12/2022,15:10:00,Oblačno,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,0,0,1,,,,,,,,,
655,43.84811,18.3134,Regionalna cesta,06/01/2023,18:20:00,Vedro,Noć,Suh,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
656,43.83043,18.2734,Magistralna cesta,08/01/2023,12:20:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,0,0,2,,,,,,,,,
657,43.8303,18.30528,Lokalna cesta,14/01/2023,17:45:00,Oblačno,Dan,Suh,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
658,43.82223,18.30697,Lokalna cesta,18/01/2023,18:30:00,Kiša,Noć,Mokar,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
659,43.83484,18.31262,Lokalna cesta,23/01/2023,22:30:00,Oblačno,Noć,Suh,0,1,0,Sudar prilikom obilaženja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
660,43.814468,18.311803,Lokalna cesta,29/01/2023,20:30:00,Oblačno,Noć,Suh,0,1,1,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,,,,,,,,,
661,43.83062,18.31115,Lokalna cesta,22/02/2023,14:25:00,Vedro,Dan,Suh,0,1,1,Sudar vozila i motocikla,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,,,,1,,,,,
662,43.823217,18.319413,Lokalna cesta,26/02/2023,19:15:00,Sa snijegom,Noć,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
663,43.83241,18.32125,Lokalna cesta,28/02/2023,00:20:00,Sa snijegom,Noć,Mokar,0,1,0,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
664,43.84857,18.24739,Lokalna cesta,06/03/2023,07:30:00,Vedro,Dan,Suh,0,1,0,Udar u pješaka,Ruralno,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
665,43.8294,18.31302,Lokalna cesta,08/03/2023,20:00:00,Vedro,Noć,Suh,0,1,0,Sudar prilikom preticanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,4,,,,,,,,,
666,43.835954,18.298926,Lokalna cesta,13/03/2023,12:40:00,Vedro,Dan,Suh,0,1,0,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3,,,,,,,,,
667,43.82416,18.31995,Lokalna cesta,27/03/2023,22:00:00,Kiša,Noć,Mokar,0,1,0,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
